iso3,gcm,scenario,variable,from_year,to_year,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec
FRA,bccr_bcm2_0,b1,pr,2020,2039,4.252078090551238,3.3370272547244535,3.928956059448871,3.7226220334646163,3.5074221267717,2.821537168897675,2.476533090157513,2.9008341429134243,3.438498238189022,4.0035179724409975,4.083695492126038,4.367307527559112
FRA,bccr_bcm2_0,a2,pr,2040,2059,4.335300779527616,3.5177871531496523,3.6481563712598906,3.283766309842563,3.3693252251968953,2.711721622440981,2.7542068980315326,3.297973567716579,3.4249298078740606,3.9596556338583198,4.149410350393755,4.468736992126043
FRA,bccr_bcm2_0,b1,pr,2040,2059,4.345533366141789,3.5378984858268185,3.9153267539370598,3.3799444649606745,3.568262759055165,2.6450674161417673,2.640885649212633,2.7707393480315328,3.6004338712598902,4.12868980314966,4.170280625984307,4.719568909448881
FRA,bccr_bcm2_0,a2,pr,2060,2079,4.60716633464573,2.942784859448858,4.123875854330763,3.3535333862205166,3.569574074015795,2.629289192913421,2.698176766535469,2.747772084252005,3.3014909283465004,3.9959951456693443,4.271304070866198,4.566597972441006
FRA,bccr_bcm2_0,b1,pr,2060,2079,4.425824366141791,3.790731837401625,4.042467492126038,3.350241651181147,3.2235845295276015,2.5465250665354664,2.6579401196850747,2.932834551181141,3.161667023228388,3.9422002047244615,4.2622291023622605,4.662295681102424
FRA,bccr_bcm2_0,a2,pr,2080,2099,4.298672543307143,3.7286766023622535,3.4418578594488642,3.31822499330713,2.978245405905551,2.1979260177165645,2.1136372956693195,2.6368162279527905,3.1222636212598838,3.6596008224409933,4.509655783464626,4.55017053543313
FRA,bccr_bcm2_0,b1,pr,2080,2099,4.328217003937065,3.42701911259847,3.6726822074803636,3.470743405118156,3.25486926338587,2.574662816535467,2.2694363732283764,2.8444482614173605,3.4310387893701244,3.737062574015797,4.0585662283465105,4.456025074803208
GRC,bccr_bcm2_0,a2,pr,2020,2039,3.5545607523622516,2.685873802755941,2.41395075905515,1.6149025555118321,1.3095751291338755,1.1253987688976528,0.7352228889763877,0.5165654807086683,1.310211483858285,2.469651288189009,4.0933237047244635,3.9390571377953276
GRC,bccr_bcm2_0,b1,pr,2020,2039,3.8480441358268225,2.8157414830709033,2.9416157377953147,1.7706191362204957,1.488833656692933,1.0721027885826915,0.812860123622058,0.5840887027559133,1.2691979188976545,2.2760593858268017,4.6254845196851,4.066671267716589
GRC,bccr_bcm2_0,a2,pr,2040,2059,3.407194733464612,2.618820769291373,2.406535111023654,1.7055968287401801,1.1959371574803308,1.028617262204738,0.6855334440944972,0.6825403763779617,1.160352248818913,2.4768289598425524,3.963886389763832,4.183019578740213
GRC,bccr_bcm2_0,b1,pr,2040,2059,3.4758765385827233,2.779419182283501,2.9299447500000384,1.8951028874015998,1.4338092102362394,0.9606336437008001,0.8976005090551299,0.4377999464566987,1.3461225594488366,2.1561561960630207,3.973707480315013,4.0127057677165885
GRC,bccr_bcm2_0,a2,pr,2060,2079,3.4323450606299666,2.691844446063028,2.2764554488189277,1.4595682476378145,1.5611722484252173,1.0892868787401717,0.5044921681102429,0.3901477498425248,1.0105529086614307,2.8096863937008245,3.950885196850446,3.886034140157532
GRC,bccr_bcm2_0,b1,pr,2060,2079,3.1839081787401993,2.837438833858305,2.516603282283498,1.5865937744094698,1.4573404751968697,0.9982839803149739,0.6010204811023702,0.34433013133858725,0.9897657153543438,2.579064164960664,4.217211070866197,3.880257560629973
GRC,bccr_bcm2_0,a2,pr,2080,2099,3.0343347582677564,2.071805872047271,2.0846783897638073,1.362370501968522,1.307143192913403,0.7305052791338679,0.5468988161417395,0.2760052717322871,1.0461100984252107,2.6118341830709007,3.7699461775591048,3.647802257874064
GRC,bccr_bcm2_0,b1,pr,2080,2099,3.355492318897682,2.4280856141732605,2.2645675228346756,1.5917463377952965,1.1674892830708816,0.9683006814960757,0.6814897181102453,0.6104751688976459,1.2826583515748202,2.420960114960662,3.5934558629921733,4.236225669291395
IND,bccr_bcm2_0,a2,pr,2020,2039,1.9351664153543562,1.069895524409463,1.1134295925196998,1.5453187381889968,2.8226837661417696,5.192707732283534,8.79774775196862,8.528241925196964,6.372945574803233,3.5745990795276064,2.394789582677197,2.2009438326771944
IND,bccr_bcm2_0,b1,pr,2020,2039,1.631323836220494,1.0699224204724551,1.3285460535433247,1.606793320866163,2.778118708267753,5.2499915078740855,8.772251728346573,8.684719358267833,6.755860196850483,3.823271292126035,2.8709190047244473,2.359551100787433
IND,bccr_bcm2_0,a2,pr,2040,2059,1.7315304232283695,1.2809013137795444,1.301983200000017,1.735662470078763,2.8738858566929513,5.144628720472509,9.570678397637922,8.753369996063109,6.95259576377962,3.484584699212644,2.64449747283468,2.0479520362204995
IND,bccr_bcm2_0,b1,pr,2040,2059,1.4012206129921445,1.0823047929134002,1.2456504763779692,1.771476404724433,2.9452874208661806,4.981826240157546,9.14774459448831,8.659195779527673,7.026318043307179,3.4422895657480765,2.7230109330709023,2.293141089370109
IND,bccr_bcm2_0,a2,pr,2060,2079,1.7890542771653781,1.0837374539370221,1.2745986692913556,1.8489279326771897,2.966676806299252,5.47791603937015,9.576418145669418,9.261175740157602,6.944952125984344,3.865580931889815,3.216735672047286,2.4315417960630246
IND,bccr_bcm2_0,b1,pr,2060,2079,1.6676821523622267,0.9896613114173359,1.3438883381889941,1.7399703826771882,2.8545082854331083,5.583387066929207,9.529538055118236,8.918131484252086,6.776076929133948,3.8875791625984766,2.744119121653579,2.0917925110236495
IND,bccr_bcm2_0,a2,pr,2080,2099,1.3850105448819081,0.8371341125984362,1.183820831102378,1.7935699539370316,2.9877285653543706,5.029237744094555,9.29520128346469,9.197079803149729,7.0650769291339515,3.8678514169291853,3.0223788653543706,2.161116524803178
IND,bccr_bcm2_0,b1,pr,2080,2099,1.6780876232283686,1.0426386059055255,1.1399651492126135,1.5457215622047449,2.8974919271653925,5.53827185826779,9.035284570866262,8.471879330708774,6.219197570866224,3.7371366885827264,3.001419924803189,2.254267364566959
ISR,bccr_bcm2_0,a2,pr,2020,2039,0.9943398078740289,0.9344483850393824,0.7188954692913481,0.2790166956299249,0.32115351685039795,0.06579779547244181,0.08654178925196965,0.3231042839370122,0.06024390598425276,0.5194181007874085,1.1687816409448974,1.1958568228346615
ISR,bccr_bcm2_0,b1,pr,2020,2039,1.2274730035433232,0.9443752783464692,0.5206323456692983,0.304184617007878,0.39377738543307605,0.07267187736220568,0.039179311023622564,0.3780002594094538,0.2381073733858299,0.44051288622047824,0.9685545192913514,0.772068087401585
ISR,bccr_bcm2_0,a2,pr,2040,2059,0.863603956299224,0.7806762598425301,0.5371121385826843,0.3891500488189028,0.2909983518503976,0.03881855885826823,0.09820721751968634,0.323243475354335,0.08394832968504047,0.37861285248031995,0.9391329381889887,1.17431121732285
ISR,bccr_bcm2_0,b1,pr,2040,2059,1.014636850787415,0.6959623090551272,0.5701288161417398,0.3232991620472484,0.18808859728346702,0.05759676728346532,0.08212830511811132,0.5551563850393774,0.1728916994094511,0.6207534909448901,1.1883226905511968,1.1286534661417473
ISR,bccr_bcm2_0,a2,pr,2060,2079,1.086821308267731,0.8179288362204833,0.4330175165354388,0.26616232413386176,0.26800615956693263,0.06874054106299303,0.11720844236220626,0.3938511488189029,0.18994563771653794,0.46270851456693524,1.344770386614191,1.1764567291338737
ISR,bccr_bcm2_0,b1,pr,2060,2079,1.0467862933071006,0.6823116736220562,0.44428458543307675,0.2702772504724445,0.3487100188189023,0.05896524251968582,0.12256654322834806,0.35084945574803617,0.12462485023622212,0.3138004700787443,0.9366528594488313,1.1488536551181254
ISR,bccr_bcm2_0,a2,pr,2080,2099,0.8112939511811131,0.6803859649606389,0.44177268425197436,0.3301421300787445,0.18804361500000247,0.07611449543307187,0.050219782677166015,0.2708783975590587,0.12092243500000159,0.4326657122047301,0.9930442448819029,1.1740123043307242
ISR,bccr_bcm2_0,b1,pr,2080,2099,0.8898322188976495,0.6642382425196939,0.4734263118110299,0.3474866536614219,0.2641404275984287,0.11107813279527706,0.13526927767716715,0.4551170527559115,0.09897401952756035,0.440569862598431,1.0027883035433203,1.237317670866158
ITA,bccr_bcm2_0,a2,pr,2020,2039,3.684068134252017,2.9512242893701175,2.6651191212598775,2.3768674696850707,1.9851093980315222,1.59345815944884,1.5198763066929335,1.851019298818922,2.9342539228346847,4.061189425196904,4.552920452755966,4.028998807086667
ITA,bccr_bcm2_0,b1,pr,2020,2039,3.79012209488194,2.853572269685077,3.0738054909449226,2.71119515236224,2.2655764952756203,1.7230221779527786,1.5268344047244298,1.6582147106299432,3.1137019429134267,4.399413850393759,4.818348251968568,4.3788511417323415
ITA,bccr_bcm2_0,a2,pr,2040,2059,3.6870824708661907,2.7414112291338943,2.735474659055154,2.276804205511841,2.087710924803177,1.5133532169291537,1.436417459055137,1.857802891732308,3.134074553937049,4.03926730314966,4.925761566929199,4.3420413976378525
ITA,bccr_bcm2_0,b1,pr,2040,2059,3.620166653543355,2.812271583858305,2.937924087007913,2.423743926377985,2.0437688602362476,1.5246112645669492,1.4299920877952945,1.7275466519685267,3.0463900480315362,4.25494258661423,4.575019976378013,4.058532606299266
ITA,bccr_bcm2_0,a2,pr,2060,2079,3.515990500000046,2.645086218503972,2.75603971692917,2.0815582799212873,2.2906304933071167,1.6107757653543517,1.3893762740157665,1.3753426531496245,2.6253339712598773,4.226460062992182,4.160823381889819,3.7714092976378453
ITA,bccr_bcm2_0,b1,pr,2060,2079,3.7152523732283957,3.0051806291338976,2.7721341700787767,2.2960787818897943,2.057339874803177,1.6534716011811244,1.3786233342519867,1.5496736196850598,2.8125244476378324,4.223082059055174,4.731224129921323,4.315235759842577
ITA,bccr_bcm2_0,a2,pr,2080,2099,3.248160414960673,2.582267363385861,2.3561338562992438,2.05196902637798,1.962326146063018,1.4782413153543503,1.2412766795275754,1.37920533582679,2.890606447244133,4.197823720472496,4.261313700787458,3.5684916728346927
ITA,bccr_bcm2_0,b1,pr,2080,2099,3.5865345251968974,2.5608531472441283,2.6918838181102718,2.405718946063024,2.0583451165354605,1.539927226771674,1.3356141661417498,1.7446260929134088,3.0033041484252365,4.028578625984306,4.310736480315017,4.483327688976437
MAR,bccr_bcm2_0,a2,pr,2020,2039,0.6813980929133947,0.7024095700787494,0.5746416818897714,0.5015155988189042,0.53574013149607,0.8756196074803265,0.6773052204724498,0.9872145185039501,0.8037600893700895,0.6633129759842606,0.6389144496063077,0.6873811708661508
MAR,bccr_bcm2_0,b1,pr,2020,2039,0.8037395732283571,0.5911879929133936,0.5270006122047314,0.44240044685039953,0.7667671370078841,1.1184277299212746,0.6082924377952836,1.269618399606316,1.0346323244094624,0.8029610519685146,0.6655396429133946,0.8786989740157597
MAR,bccr_bcm2_0,a2,pr,2040,2059,0.5614737787401649,0.3349817679921304,0.5080292000000067,0.5370287248031567,0.6982111043307179,1.16585808228348,0.823379055118121,0.9800643724409579,0.9897013413385958,0.6858662000000091,0.7961872090551286,0.7231005255905607
MAR,bccr_bcm2_0,b1,pr,2040,2059,0.6010384153543387,0.4167627775590606,0.31427445196850806,0.569075891732291,0.5491933330708734,0.9529700019685166,1.1449088440945034,1.1872005594488344,0.9420003964567053,0.6778331188976469,0.7580916838582777,0.4810288830708725
MAR,bccr_bcm2_0,a2,pr,2060,2079,0.3381446919685084,0.36183646484252446,0.485028335826778,0.5767930543307163,0.5526609031496136,1.1220010968504084,0.6831069488189067,0.906881550000012,0.9151085992126105,0.5029428933070932,0.37870309881890263,0.46499785433071483
